t,o,h,l,c,v
2026-04-15T14:29:00Z,260.55,260.6998,260.52,260.68,49749.0
2026-04-15T14:30:00Z,260.7,261.07,260.7,260.94,137629.0
2026-04-15T14:31:00Z,260.94,261.13,260.9,261.11,87842.0
2026-04-15T14:32:00Z,261.12,261.12,260.9,261.06,119854.0
2026-04-15T14:33:00Z,261.08,261.122,260.72,260.725,99756.0
2026-04-15T14:34:00Z,260.72,260.76,260.6001,260.72,68650.0
2026-04-15T14:35:00Z,260.74,260.94,260.69,260.9,64660.0
2026-04-15T14:36:00Z,260.9074,260.915,260.755,260.83,69424.0
2026-04-15T14:37:00Z,260.83,260.86,260.7006,260.82,54510.0
2026-04-15T14:38:00Z,260.81,260.85,260.69,260.74,73272.0
2026-04-15T14:39:00Z,260.74,260.83,260.45,260.48,210439.0
2026-04-15T14:40:00Z,260.46,260.755,260.42,260.635,115928.0
2026-04-15T14:41:00Z,260.65,260.85,260.65,260.77,59482.0
2026-04-15T14:42:00Z,260.77,260.87,260.7,260.81,58233.0
2026-04-15T14:43:00Z,260.81,261.17,260.7592,261.16,141470.0
2026-04-15T14:44:00Z,261.15,261.3399,261.14,261.29,130582.0
2026-04-15T14:45:00Z,261.3,261.3799,261.19,261.32,109971.0
2026-04-15T14:46:00Z,261.32,261.59,261.25,261.515,185828.0
2026-04-15T14:47:00Z,261.51,261.81,261.45,261.805,220456.0
2026-04-15T14:48:00Z,261.8,262.04,261.8,261.93,252074.0
2026-04-15T14:49:00Z,261.94,262.03,261.91,262.02,104066.0
2026-04-15T14:50:00Z,262.0175,262.03,261.89,262.01,77968.0
2026-04-15T14:51:00Z,261.98,261.9894,261.69,261.71,76622.0
2026-04-15T14:52:00Z,261.7,261.8,261.675,261.75,76411.0
2026-04-15T14:53:00Z,261.75,262.15,261.73,262.135,136526.0
2026-04-15T14:54:00Z,262.15,262.775,262.135,262.73,231814.0
2026-04-15T14:55:00Z,262.73,263.125,262.645,262.98,267718.0
2026-04-15T14:56:00Z,262.98,263.25,262.94,263.16,167332.0
2026-04-15T14:57:00Z,263.16,263.22,263.0,263.0493,158200.0
2026-04-15T14:58:00Z,263.044,263.32,262.66,262.74,201743.0
2026-04-15T14:59:00Z,262.74,262.97,262.74,262.945,85608.0
2026-04-15T15:00:00Z,262.96,263.35,262.955,263.31,160747.0
2026-04-15T15:01:00Z,263.29,263.7051,263.27,263.545,189379.0
2026-04-15T15:02:00Z,263.54,263.75,263.53,263.69,127050.0
2026-04-15T15:03:00Z,263.695,263.95,263.4078,263.92,173112.0
2026-04-15T15:04:00Z,263.92,263.95,263.83,263.8908,127279.0
2026-04-15T15:05:00Z,263.89,264.12,263.82,264.055,229390.0
2026-04-15T15:06:00Z,264.05,264.07,263.87,264.0056,259588.0
2026-04-15T15:07:00Z,264.02,264.025,263.53,263.59,270193.0
2026-04-15T15:08:00Z,263.57,263.58,262.95,262.9699,165887.0
2026-04-15T15:09:00Z,262.96,263.12,262.78,262.88,121015.0
2026-04-15T15:10:00Z,262.89,263.16,262.8796,263.16,141823.0
2026-04-15T15:11:00Z,263.14,263.1861,262.98,263.105,149971.0
2026-04-15T15:12:00Z,263.115,263.49,263.115,263.425,140411.0
2026-04-15T15:13:00Z,263.43,263.618,263.43,263.49,99694.0
2026-04-15T15:14:00Z,263.47,263.56,263.44,263.48,84362.0
