t,o,h,l,c,v
2026-04-15T17:20:00Z,265.16,265.25,265.14,265.15,64118.0
2026-04-15T17:21:00Z,265.13,265.13,264.97,264.98,78627.0
2026-04-15T17:22:00Z,264.97,265.02,264.91,264.95,52869.0
2026-04-15T17:23:00Z,264.96,265.04,264.94,264.975,47460.0
2026-04-15T17:24:00Z,264.97,265.025,264.93,265.0,32642.0
2026-04-15T17:25:00Z,265.005,265.07,264.86,264.89,46695.0
2026-04-15T17:26:00Z,264.89,265.07,264.87,265.0101,42727.0
2026-04-15T17:27:00Z,265.03,265.12,265.02,265.11,32372.0
2026-04-15T17:28:00Z,265.11,265.12,265.02,265.02,31689.0
2026-04-15T17:29:00Z,265.02,265.02,264.895,264.945,20590.0
2026-04-15T17:30:00Z,264.93,264.94,264.75,264.825,57399.0
2026-04-15T17:31:00Z,264.84,264.94,264.77,264.92,30026.0
2026-04-15T17:32:00Z,264.9299,264.9299,264.815,264.88,31511.0
2026-04-15T17:33:00Z,264.84,264.89,264.84,264.85,25658.0
2026-04-15T17:34:00Z,264.85,264.96,264.83,264.93,34162.0
2026-04-15T17:35:00Z,264.92,264.99,264.92,264.93,27545.0
2026-04-15T17:36:00Z,264.93,264.95,264.8897,264.93,30861.0
2026-04-15T17:37:00Z,264.94,264.96,264.775,264.78,43771.0
2026-04-15T17:38:00Z,264.78,264.7925,264.7001,264.78,538014.0
2026-04-15T17:39:00Z,264.77,264.7801,264.71,264.765,23797.0
2026-04-15T17:40:00Z,264.76,264.81,264.69,264.8,38644.0
2026-04-15T17:41:00Z,264.792,264.81,264.6801,264.71,41947.0
2026-04-15T17:42:00Z,264.7199,264.7399,264.62,264.65,35889.0
2026-04-15T17:43:00Z,264.66,264.73,264.63,264.64,33389.0
2026-04-15T17:44:00Z,264.64,264.82,264.63,264.82,36569.0
2026-04-15T17:45:00Z,264.7948,264.87,264.7948,264.8339,30775.0
2026-04-15T17:46:00Z,264.8401,264.87,264.83,264.86,31255.0
2026-04-15T17:47:00Z,264.875,264.91,264.7701,264.7937,39356.0
2026-04-15T17:48:00Z,264.8,264.81,264.74,264.78,33972.0
2026-04-15T17:49:00Z,264.78,264.79,264.68,264.68,27232.0
2026-04-15T17:50:00Z,264.685,264.77,264.685,264.69,42718.0
2026-04-15T17:51:00Z,264.7,264.86,264.675,264.85,32795.0
2026-04-15T17:52:00Z,264.84,264.84,264.71,264.735,38557.0
2026-04-15T17:53:00Z,264.74,264.8099,264.7201,264.76,31542.0
2026-04-15T17:54:00Z,264.76,264.85,264.74,264.76,31106.0
2026-04-15T17:55:00Z,264.755,264.805,264.74,264.77,30605.0
2026-04-15T17:56:00Z,264.775,264.775,264.72,264.73,45314.0
2026-04-15T17:57:00Z,264.72,264.765,264.61,264.63,36742.0
2026-04-15T17:58:00Z,264.62,264.62,264.5,264.52,54613.0
2026-04-15T17:59:00Z,264.53,264.55,264.4,264.4,52776.0
2026-04-15T18:00:00Z,264.39,264.4801,264.3,264.445,40182.0
2026-04-15T18:01:00Z,264.45,264.75,264.43,264.57,86458.0
2026-04-15T18:02:00Z,264.575,264.95,264.56,264.77,74834.0
2026-04-15T18:03:00Z,264.76,264.76,264.61,264.68,31194.0
2026-04-15T18:04:00Z,264.67,264.75,264.65,264.75,20910.0
2026-04-15T18:05:00Z,264.78,264.86,264.78,264.86,45637.0
2026-04-15T18:06:00Z,264.85,264.91,264.78,264.78,48468.0
2026-04-15T18:07:00Z,264.785,264.92,264.745,264.895,29392.0
2026-04-15T18:08:00Z,264.88,265.011,264.88,264.94,40601.0
2026-04-15T18:09:00Z,264.94,265.06,264.9,265.03,45343.0
2026-04-15T18:10:00Z,265.03,265.03,264.9,264.91,35218.0
2026-04-15T18:11:00Z,264.91,265.07,264.9,265.07,38217.0
2026-04-15T18:12:00Z,265.08,265.08,264.98,264.99,34184.0
2026-04-15T18:13:00Z,264.99,265.11,264.99,265.08,35748.0
2026-04-15T18:14:00Z,265.07,265.085,265.01,265.03,23752.0
2026-04-15T18:15:00Z,265.03,265.19,265.03,265.18,42925.0
2026-04-15T18:16:00Z,265.17,265.21,265.15,265.1801,44579.0
2026-04-15T18:17:00Z,265.2,265.215,265.0801,265.1,41149.0
2026-04-15T18:18:00Z,265.1,265.13,265.03,265.085,32609.0
2026-04-15T18:19:00Z,265.085,265.12,265.05,265.07,27053.0
2026-04-15T18:20:00Z,265.07,265.12,264.99,265.1,46703.0
2026-04-15T18:21:00Z,265.1,265.125,265.08,265.12,19870.0
2026-04-15T18:22:00Z,265.115,265.173,265.11,265.1602,33173.0
2026-04-15T18:23:00Z,265.17,265.215,265.1601,265.215,43938.0
2026-04-15T18:24:00Z,265.22,265.3,265.18,265.2295,57397.0
2026-04-15T18:25:00Z,265.22,265.26,265.14,265.1731,31086.0
2026-04-15T18:26:00Z,265.18,265.2,265.11,265.12,34243.0
2026-04-15T18:27:00Z,265.13,265.1999,265.115,265.167,31015.0
2026-04-15T18:28:00Z,265.16,265.25,265.12,265.215,29220.0
2026-04-15T18:29:00Z,265.215,265.22,265.175,265.181,21968.0
2026-04-15T18:30:00Z,265.18,265.29,265.18,265.26,48436.0
2026-04-15T18:31:00Z,265.25,265.31,265.23,265.28,35835.0
2026-04-15T18:32:00Z,265.2899,265.47,265.2899,265.47,48074.0
2026-04-15T18:33:00Z,265.48,265.48,265.41,265.455,47220.0
2026-04-15T18:34:00Z,265.47,265.6,265.47,265.6,88802.0
2026-04-15T18:35:00Z,265.58,265.62,265.5584,265.5851,43497.0
2026-04-15T18:36:00Z,265.59,265.64,265.54,265.6,36024.0
2026-04-15T18:37:00Z,265.61,265.69,265.61,265.665,40390.0
2026-04-15T18:38:00Z,265.66,265.6899,265.62,265.64,30938.0
2026-04-15T18:39:00Z,265.635,265.65,265.585,265.645,31393.0
2026-04-15T18:40:00Z,265.65,265.69,265.51,265.525,34608.0
2026-04-15T18:41:00Z,265.53,265.53,265.4,265.445,39509.0
2026-04-15T18:42:00Z,265.445,265.5,265.44,265.47,21988.0
2026-04-15T18:43:00Z,265.48,265.59,265.48,265.585,39256.0
2026-04-15T18:44:00Z,265.585,265.61,265.56,265.59,35737.0
2026-04-15T18:45:00Z,265.59,265.73,265.5867,265.71,36285.0
2026-04-15T18:46:00Z,265.695,265.71,265.635,265.65,39823.0
2026-04-15T18:47:00Z,265.66,265.73,265.6301,265.6301,47833.0
2026-04-15T18:48:00Z,265.64,265.67,265.6101,265.645,47757.0
2026-04-15T18:49:00Z,265.65,265.6799,265.635,265.6442,23659.0
2026-04-15T18:50:00Z,265.64,265.7,265.62,265.67,55437.0
2026-04-15T18:51:00Z,265.67,265.71,265.63,265.6901,35922.0
2026-04-15T18:52:00Z,265.695,265.71,265.64,265.69,31834.0
2026-04-15T18:53:00Z,265.705,265.72,265.65,265.67,36528.0
2026-04-15T18:54:00Z,265.67,265.68,265.63,265.65,26396.0
2026-04-15T18:55:00Z,265.645,265.72,265.635,265.71,35371.0
2026-04-15T18:56:00Z,265.71,265.8,265.71,265.735,50857.0
2026-04-15T18:57:00Z,265.74,265.85,265.74,265.795,70177.0
2026-04-15T18:58:00Z,265.79,265.865,265.775,265.86,50153.0
2026-04-15T18:59:00Z,265.86,265.86,265.6401,265.6401,43379.0
2026-04-15T19:00:00Z,265.65,265.6597,265.5409,265.61,87748.0
2026-04-15T19:01:00Z,265.5901,265.69,265.58,265.595,60401.0
2026-04-15T19:02:00Z,265.595,265.73,265.595,265.73,43054.0
2026-04-15T19:03:00Z,265.73,265.79,265.69,265.7,99503.0
2026-04-15T19:04:00Z,265.7051,265.7051,265.4,265.54,67388.0
2026-04-15T19:05:00Z,265.54,265.6,265.47,265.55,79847.0
2026-04-15T19:06:00Z,265.56,265.59,265.5002,265.545,83305.0
2026-04-15T19:07:00Z,265.53,265.59,265.5,265.59,43072.0
2026-04-15T19:08:00Z,265.58,265.605,265.48,265.51,47622.0
2026-04-15T19:09:00Z,265.515,265.58,265.48,265.52,60836.0
2026-04-15T19:10:00Z,265.5183,265.605,265.51,265.6,39944.0
2026-04-15T19:11:00Z,265.605,265.61,265.4001,265.45,53808.0
2026-04-15T19:12:00Z,265.45,265.45,265.34,265.37,69651.0
2026-04-15T19:13:00Z,265.36,265.5,265.36,265.48,39645.0
2026-04-15T19:14:00Z,265.48,265.5,265.4,265.445,43984.0
2026-04-15T19:15:00Z,265.45,265.53,265.45,265.48,33257.0
2026-04-15T19:16:00Z,265.475,265.63,265.47,265.6299,93602.0
2026-04-15T19:17:00Z,265.63,265.65,265.56,265.58,43083.0
2026-04-15T19:18:00Z,265.58,265.66,265.56,265.65,50625.0
2026-04-15T19:19:00Z,265.66,265.66,265.49,265.53,45272.0
2026-04-15T19:20:00Z,265.535,265.535,265.36,265.4,47104.0
2026-04-15T19:21:00Z,265.41,265.46,265.36,265.44,37437.0
2026-04-15T19:22:00Z,265.44,265.52,265.43,265.5,29389.0
2026-04-15T19:23:00Z,265.5,265.51,265.45,265.485,42647.0
2026-04-15T19:24:00Z,265.485,265.53,265.39,265.52,120820.0
2026-04-15T19:25:00Z,265.53,265.69,265.53,265.6,65151.0
2026-04-15T19:26:00Z,265.6099,265.65,265.465,265.49,53289.0
2026-04-15T19:27:00Z,265.5,265.52,265.44,265.475,46784.0
2026-04-15T19:28:00Z,265.475,265.5,265.34,265.37,47469.0
2026-04-15T19:29:00Z,265.37,265.41,265.27,265.36,45041.0
2026-04-15T19:30:00Z,265.31,265.42,265.25,265.415,113732.0
2026-04-15T19:31:00Z,265.41,265.59,265.4,265.59,65629.0
2026-04-15T19:32:00Z,265.57,265.65,265.505,265.53,72150.0
2026-04-15T19:33:00Z,265.53,265.69,265.53,265.68,94816.0
2026-04-15T19:34:00Z,265.68,265.75,265.68,265.72,62627.0
2026-04-15T19:35:00Z,265.715,265.86,265.7064,265.785,97758.0
2026-04-15T19:36:00Z,265.78,265.89,265.78,265.87,60202.0
2026-04-15T19:37:00Z,265.87,265.93,265.85,265.865,62390.0
2026-04-15T19:38:00Z,265.865,265.867,265.7,265.815,145859.0
2026-04-15T19:39:00Z,265.81,265.92,265.79,265.845,67430.0
2026-04-15T19:40:00Z,265.845,265.845,265.53,265.59,132891.0
2026-04-15T19:41:00Z,265.59,265.71,265.52,265.66,113392.0
2026-04-15T19:42:00Z,265.65,265.74,265.52,265.73,101936.0
2026-04-15T19:43:00Z,265.75,265.84,265.73,265.745,88370.0
2026-04-15T19:44:00Z,265.75,265.78,265.69,265.74,53400.0
2026-04-15T19:45:00Z,265.74,265.775,265.705,265.705,77097.0
2026-04-15T19:46:00Z,265.71,265.82,265.695,265.8098,84639.0
2026-04-15T19:47:00Z,265.81,265.9,265.695,265.83,129184.0
2026-04-15T19:48:00Z,265.815,266.02,265.8,265.98,205893.0
2026-04-15T19:49:00Z,265.975,265.98,265.75,265.8,105068.0
2026-04-15T19:50:00Z,265.81,265.99,265.76,265.9001,217381.0
2026-04-15T19:51:00Z,265.895,265.93,265.6901,265.87,485944.0
2026-04-15T19:52:00Z,265.87,266.085,265.76,265.83,252285.0
2026-04-15T19:53:00Z,265.83,265.87,265.7,265.84,140918.0
2026-04-15T19:54:00Z,265.85,266.22,265.85,265.995,248394.0
2026-04-15T19:55:00Z,265.99,266.32,265.98,266.215,370694.0
2026-04-15T19:56:00Z,266.215,266.335,266.155,266.275,867276.0
2026-04-15T19:57:00Z,266.28,266.41,266.22,266.4,368435.0
2026-04-15T19:58:00Z,266.3901,266.48,266.37,266.375,463641.0
2026-04-15T19:59:00Z,266.375,266.56,266.26,266.37,1151106.0
2026-04-15T20:00:00Z,266.37,266.47,266.36,266.37,9136843.0
2026-04-15T20:01:00Z,266.36,266.37,266.31,266.3318,72231.0
2026-04-15T20:02:00Z,266.24,266.37,266.2203,266.25,1429942.0
2026-04-15T20:03:00Z,266.24,266.2995,266.24,266.24,591352.0
2026-04-15T20:04:00Z,266.26,266.26,266.21,266.21,205687.0
2026-04-15T20:05:00Z,266.11,266.11,265.99,266.01,6908.0
2026-04-15T20:06:00Z,266.2,266.2,266.2,266.2,567.0
2026-04-15T20:07:00Z,266.24,266.24,266.06,266.06,2783.0
2026-04-15T20:11:00Z,266.25,266.25,266.25,266.25,1190.0
2026-04-15T20:14:00Z,266.15,266.15,266.1101,266.15,2904.0
2026-04-15T20:15:00Z,266.15,266.15,266.1,266.15,2863.0
2026-04-15T20:16:00Z,266.15,266.15,266.15,266.15,763.0
2026-04-15T20:18:00Z,266.15,266.15,266.15,266.15,710.0
2026-04-15T20:19:00Z,266.08,266.1,266.06,266.1,959.0
2026-04-15T20:20:00Z,266.06,266.06,266.05,266.05,2298.0
2026-04-15T20:21:00Z,266.05,266.43,266.05,266.43,2987.0
2026-04-15T20:22:00Z,266.08,266.15,266.08,266.1,3505.0
2026-04-15T20:24:00Z,266.09,266.15,266.09,266.1,3859.0
2026-04-15T20:25:00Z,266.1,266.1,266.09,266.09,1992.0
2026-04-15T20:26:00Z,266.09,266.1,266.09,266.1,2276.0
2026-04-15T20:27:00Z,266.13,266.13,266.09,266.09,2009.0
2026-04-15T20:28:00Z,266.09,266.13,266.09,266.13,1252.0
2026-04-15T20:29:00Z,266.13,266.13,266.13,266.13,723.0
2026-04-15T20:30:00Z,266.19,266.2,266.1561,266.1561,1293.0
2026-04-15T20:31:00Z,266.13,266.13,266.13,266.13,628.0
2026-04-15T20:33:00Z,266.13,266.26,266.13,266.25,6888.0
2026-04-15T20:35:00Z,266.01,266.21,265.9,266.21,3853.0
2026-04-15T20:36:00Z,266.09,266.16,266.09,266.09,4476.0
2026-04-15T20:37:00Z,266.091,266.091,266.09,266.09,487.0
2026-04-15T20:38:00Z,266.09,266.09,266.07,266.07,590.0
2026-04-15T20:40:00Z,266.0293,266.03,266.0293,266.03,1590.0
2026-04-15T20:41:00Z,266.02,266.12,266.02,266.12,1142.0
2026-04-15T20:42:00Z,266.12,266.12,266.12,266.12,501.0
2026-04-15T20:45:00Z,266.1,266.16,266.1,266.1,1197.0
2026-04-15T20:46:00Z,266.1012,266.1012,266.1,266.1001,1304.0
2026-04-15T20:47:00Z,266.01,266.01,266.01,266.01,263.0
2026-04-15T20:48:00Z,265.99,265.99,265.9501,265.9501,791.0
2026-04-15T20:49:00Z,266.0,266.0,266.0,266.0,483.0
2026-04-15T20:50:00Z,265.98,266.05,265.96,266.0,3390.0
2026-04-15T20:51:00Z,265.99,266.0,265.99,266.0,50795.0
2026-04-15T20:52:00Z,266.0299,266.0299,266.0299,266.0299,136994.0
2026-04-15T20:53:00Z,266.14,266.2,266.14,266.2,4931.0
2026-04-15T20:54:00Z,266.27,266.3,266.27,266.2997,2932.0
2026-04-15T20:55:00Z,266.3,266.47,266.3,266.47,8691.0
2026-04-15T20:56:00Z,266.43,266.43,266.43,266.43,1994.0
2026-04-15T20:58:00Z,266.48,266.49,266.4378,266.4378,1192.0
2026-04-15T20:59:00Z,266.43,266.43,266.43,266.43,317.0
2026-04-15T21:01:00Z,266.486,266.486,266.486,266.486,182.0
2026-04-15T21:02:00Z,266.49,266.49,266.49,266.49,420.0
2026-04-15T21:03:00Z,266.49,266.49,266.43,266.43,945.0
2026-04-15T21:04:00Z,266.43,266.49,266.43,266.43,503.0
2026-04-15T21:05:00Z,266.4822,266.4822,266.43,266.43,1553.0
2026-04-15T21:06:00Z,266.4304,266.4304,266.4304,266.4304,234.0
2026-04-15T21:11:00Z,266.4887,266.4887,266.4887,266.4887,1033.0
2026-04-15T21:12:00Z,266.5,266.5,266.5,266.5,1438.0
2026-04-15T21:13:00Z,266.47,266.5448,266.47,266.4978,477.0
2026-04-15T21:14:00Z,266.55,266.55,266.55,266.55,439.0
2026-04-15T21:15:00Z,266.55,266.74,266.55,266.74,4153.0
2026-04-15T21:16:00Z,266.6,266.7,266.6,266.7,895.0
2026-04-15T21:17:00Z,266.65,266.65,266.5891,266.5891,565.0
2026-04-15T21:18:00Z,266.58,266.61,266.58,266.61,680.0
2026-04-15T21:19:00Z,266.61,266.77,266.61,266.77,2661.0
2026-04-15T21:21:00Z,266.7,266.7,266.7,266.7,301.0
2026-04-15T21:24:00Z,266.66,266.66,266.66,266.66,514.0
2026-04-15T21:25:00Z,266.61,266.61,266.61,266.61,684.0
2026-04-15T21:26:00Z,266.6,266.6,266.6,266.6,410.0
2026-04-15T21:30:00Z,266.64,266.64,266.54,266.54,758.0
2026-04-15T21:31:00Z,266.63,266.63,266.51,266.51,1312.0
2026-04-15T21:32:00Z,266.7,266.7,266.7,266.7,433.0
2026-04-15T21:33:00Z,266.6,266.6,266.6,266.6,627.0
2026-04-15T21:34:00Z,266.59,266.59,266.59,266.59,294.0
2026-04-15T21:36:00Z,266.55,266.55,266.55,266.55,226.0
2026-04-15T21:37:00Z,266.58,266.58,266.58,266.58,259.0
2026-04-15T21:39:00Z,266.59,266.59,266.53,266.53,583.0
2026-04-15T21:40:00Z,266.53,266.53,266.51,266.51,544.0
2026-04-15T21:41:00Z,266.5,266.51,266.5,266.5,1177.0
2026-04-15T21:43:00Z,266.51,266.51,266.5,266.5,440.0
2026-04-15T21:45:00Z,266.51,266.51,266.51,266.51,295.0
2026-04-15T21:46:00Z,266.5,266.5,266.5,266.5,452.0
2026-04-15T21:47:00Z,266.5,266.5,266.5,266.5,182.0
2026-04-15T21:48:00Z,266.5,266.55,266.5,266.55,537.0
2026-04-15T21:50:00Z,266.51,266.51,266.51,266.51,265.0
2026-04-15T21:51:00Z,266.5,266.5,266.5,266.5,200.0
2026-04-15T21:52:00Z,266.5,266.5,266.5,266.5,225.0
2026-04-15T21:55:00Z,266.5298,266.5298,266.5,266.5,4301.0
2026-04-15T21:57:00Z,266.5,266.5,266.5,266.5,484.0
2026-04-15T21:58:00Z,266.501,266.501,266.501,266.501,264.0
2026-04-15T21:59:00Z,266.52,266.52,266.52,266.52,1643.0
2026-04-15T22:00:00Z,266.5,266.5,266.43,266.43,2907.0
2026-04-15T22:01:00Z,266.41,266.41,266.41,266.41,306.0
2026-04-15T22:03:00Z,266.41,266.42,266.41,266.42,685.0
2026-04-15T22:06:00Z,266.45,266.46,266.45,266.46,421.0
2026-04-15T22:08:00Z,266.48,266.48,266.39,266.46,3818.0
2026-04-15T22:09:00Z,266.48,266.5,266.48,266.5,1235.0
2026-04-15T22:10:00Z,266.44,266.479,266.44,266.479,1207.0
2026-04-15T22:11:00Z,266.46,266.46,266.46,266.46,255.0
2026-04-15T22:12:00Z,266.45,266.48,266.45,266.48,918.0
2026-04-15T22:15:00Z,266.43,266.5374,266.43,266.52,102964.0
2026-04-15T22:16:00Z,266.4805,266.4805,266.4805,266.4805,320.0
2026-04-15T22:17:00Z,266.48,266.54,266.48,266.5399,534.0
2026-04-15T22:19:00Z,266.5399,266.5399,266.48,266.48,720.0
2026-04-15T22:20:00Z,266.54,266.54,266.54,266.54,164.0
2026-04-15T22:21:00Z,266.4412,266.4412,266.4412,266.4412,613.0
2026-04-15T22:23:00Z,266.44,266.49,266.44,266.49,1261.0
2026-04-15T22:30:00Z,266.52,266.52,266.52,266.52,334.0
2026-04-15T22:31:00Z,266.53,266.55,266.53,266.55,1196.0
2026-04-15T22:32:00Z,266.53,266.53,266.53,266.53,956.0
2026-04-15T22:35:00Z,266.51,266.54,266.51,266.54,802.0
2026-04-15T22:36:00Z,266.55,266.55,266.55,266.55,372.0
2026-04-15T22:37:00Z,266.59,266.59,266.59,266.59,618.0
2026-04-15T22:38:00Z,266.6,266.6,266.6,266.6,518.0
2026-04-15T22:41:00Z,266.7331,266.7331,266.7331,266.7331,146.0
2026-04-15T22:42:00Z,266.7,266.7,266.63,266.63,374.0
2026-04-15T22:43:00Z,266.62,266.62,266.62,266.62,191.0
2026-04-15T22:45:00Z,266.7,266.7,266.69,266.69,608.0
2026-04-15T22:46:00Z,266.69,266.69,266.69,266.69,396.0
2026-04-15T22:47:00Z,266.62,266.65,266.62,266.65,760.0
2026-04-15T22:48:00Z,266.7,266.7,266.7,266.7,429.0
2026-04-15T22:49:00Z,266.63,266.63,266.63,266.63,243.0
2026-04-15T22:52:00Z,266.62,266.62,266.55,266.55,703.0
2026-04-15T22:54:00Z,266.55,266.57,266.55,266.57,637.0
2026-04-15T23:02:00Z,266.6427,266.6427,266.6427,266.6427,519.0
2026-04-15T23:05:00Z,266.57,266.5804,266.57,266.5804,535.0
2026-04-15T23:06:00Z,266.65,266.65,266.65,266.65,1118.0
2026-04-15T23:09:00Z,266.59,266.59,266.56,266.56,2778.0
2026-04-15T23:11:00Z,266.5916,266.5916,266.55,266.55,749.0
2026-04-15T23:12:00Z,266.55,266.55,266.5,266.5,2572.0
2026-04-15T23:14:00Z,266.55,266.55,266.55,266.55,324.0
2026-04-15T23:19:00Z,266.6143,266.6143,266.58,266.58,380.0
2026-04-15T23:21:00Z,266.65,266.65,266.56,266.56,1249.0
2026-04-15T23:25:00Z,266.53,266.53,266.51,266.51,3404.0
2026-04-15T23:26:00Z,266.53,266.53,266.53,266.53,355.0
2026-04-15T23:27:00Z,266.59,266.59,266.59,266.59,226.0
2026-04-15T23:29:00Z,266.5,266.5,266.5,266.5,424.0
2026-04-15T23:31:00Z,266.5,266.5,266.5,266.5,739.0
2026-04-15T23:33:00Z,266.58,266.58,266.58,266.58,520.0
2026-04-15T23:35:00Z,266.56,266.56,266.56,266.56,167.0
2026-04-15T23:37:00Z,266.65,266.65,266.65,266.65,189.0
2026-04-15T23:38:00Z,266.56,266.56,266.56,266.56,365.0
2026-04-15T23:39:00Z,266.65,266.69,266.62,266.62,1008.0
2026-04-15T23:40:00Z,266.6,266.75,266.6,266.75,369.0
2026-04-15T23:42:00Z,266.68,266.68,266.68,266.68,137.0
2026-04-15T23:44:00Z,266.6924,266.7344,266.6924,266.7344,685.0
2026-04-15T23:45:00Z,266.75,266.75,266.65,266.68,637.0
2026-04-15T23:46:00Z,266.7297,266.78,266.7297,266.77,2413.0
2026-04-15T23:47:00Z,266.75,266.8,266.75,266.8,2891.0
2026-04-15T23:48:00Z,266.89,266.96,266.89,266.95,923.0
2026-04-15T23:49:00Z,266.99,266.99,266.8,266.8599,1043.0
2026-04-15T23:50:00Z,266.86,266.95,266.858,266.9117,1337.0
2026-04-15T23:51:00Z,266.9,266.9,266.9,266.9,3407.0
2026-04-15T23:52:00Z,266.9,266.9,266.8,266.8,18301.0
2026-04-15T23:53:00Z,266.9,266.94,266.9,266.94,2533.0
2026-04-15T23:54:00Z,266.89,266.89,266.89,266.89,149.0
2026-04-15T23:56:00Z,266.95,266.95,266.9,266.9,1561.0
2026-04-15T23:57:00Z,266.91,266.96,266.9,266.96,915.0
2026-04-15T23:58:00Z,266.94,266.94,266.9,266.9001,809.0
2026-04-15T23:59:00Z,266.9,266.9,266.9,266.9,686.0
2026-04-16T08:00:00Z,266.6,266.95,266.2496,266.41,39405.0
2026-04-16T08:01:00Z,266.24,266.5,266.19,266.49,15707.0
2026-04-16T08:02:00Z,266.37,266.37,266.05,266.05,2772.0
2026-04-16T08:03:00Z,266.2,266.2,266.18,266.2,3658.0
2026-04-16T08:04:00Z,266.19,266.19,266.19,266.19,440.0
2026-04-16T08:05:00Z,266.1,266.11,266.1,266.1,1443.0
2026-04-16T08:06:00Z,266.1,266.1,266.05,266.05,1017.0
2026-04-16T08:07:00Z,266.02,266.02,265.85,265.85,3308.0
2026-04-16T08:08:00Z,265.88,265.89,265.88,265.89,1096.0
2026-04-16T08:09:00Z,265.96,265.96,265.96,265.96,219.0
2026-04-16T08:14:00Z,265.93,265.93,265.93,265.93,874.0
2026-04-16T08:15:00Z,265.91,265.91,265.88,265.88,1105.0
2026-04-16T08:16:00Z,265.8,265.8,265.8,265.8,1259.0
2026-04-16T08:17:00Z,265.8,265.8,265.8,265.8,181.0
2026-04-16T08:18:00Z,266.0,266.1,266.0,266.1,2134.0
2026-04-16T08:20:00Z,266.34,266.34,266.34,266.34,422.0
2026-04-16T08:22:00Z,266.33,266.33,266.31,266.31,1083.0
2026-04-16T08:24:00Z,266.2,266.2,266.2,266.2,1322.0
2026-04-16T08:28:00Z,266.25,266.25,266.25,266.25,233.0
2026-04-16T08:30:00Z,266.1,266.1,266.07,266.07,1359.0
2026-04-16T08:31:00Z,266.0083,266.0083,266.0083,266.0083,131.0
2026-04-16T08:32:00Z,266.0,266.09,266.0,266.0,1981.0
2026-04-16T08:33:00Z,266.09,266.09,266.09,266.09,413.0
2026-04-16T08:40:00Z,266.24,266.24,266.24,266.24,338.0
2026-04-16T08:41:00Z,266.2,266.2,266.2,266.2,429.0
2026-04-16T08:46:00Z,266.18,266.18,266.18,266.18,168.0
2026-04-16T08:47:00Z,266.15,266.15,266.15,266.15,312.0
2026-04-16T08:48:00Z,266.11,266.15,266.11,266.15,706.0
2026-04-16T08:55:00Z,266.34,266.34,266.34,266.34,244.0
2026-04-16T08:56:00Z,266.34,266.35,266.34,266.35,747.0
2026-04-16T08:58:00Z,266.43,266.5,266.43,266.49,5075.0
2026-04-16T08:59:00Z,266.5,266.5,266.42,266.5,1275.0
2026-04-16T09:00:00Z,266.35,266.35,266.35,266.35,126.0
2026-04-16T09:01:00Z,266.46,266.46,266.46,266.46,649.0
2026-04-16T09:02:00Z,266.45,266.5,266.45,266.5,1209.0
2026-04-16T09:03:00Z,266.5,266.5,266.5,266.5,283.0
2026-04-16T09:04:00Z,266.5,266.5,266.5,266.5,541.0
2026-04-16T09:05:00Z,266.4,266.4,266.4,266.4,692.0
2026-04-16T09:06:00Z,266.46,266.46,266.46,266.46,420.0
2026-04-16T09:07:00Z,266.29,266.29,266.16,266.16,1381.0
2026-04-16T09:08:00Z,266.11,266.21,266.11,266.14,1772.0
2026-04-16T09:13:00Z,266.3,266.35,266.25,266.35,4039.0
2026-04-16T09:14:00Z,266.3,266.3,266.25,266.25,637.0
2026-04-16T09:18:00Z,266.25,266.25,266.25,266.25,372.0
2026-04-16T09:19:00Z,266.49,266.49,266.25,266.25,779.0
2026-04-16T09:20:00Z,266.25,266.25,266.25,266.25,1053.0
2026-04-16T09:31:00Z,266.35,266.35,266.35,266.35,395.0
2026-04-16T09:34:00Z,266.39,266.39,266.39,266.39,360.0
2026-04-16T09:36:00Z,266.3876,266.3876,266.3876,266.3876,235.0
2026-04-16T09:39:00Z,266.43,266.43,266.43,266.43,1148.0
2026-04-16T09:40:00Z,266.5,266.5,266.5,266.5,902.0
2026-04-16T09:46:00Z,266.48,266.49,266.48,266.49,658.0
2026-04-16T09:49:00Z,266.36,266.4,266.36,266.4,644.0
2026-04-16T09:55:00Z,266.4818,266.54,266.4818,266.54,2106.0
2026-04-16T09:57:00Z,266.54,266.54,266.54,266.54,209.0
2026-04-16T10:04:00Z,266.62,266.62,266.6,266.6,595.0
2026-04-16T10:06:00Z,266.63,266.63,266.63,266.63,316.0
2026-04-16T10:07:00Z,266.66,266.66,266.66,266.66,705.0
2026-04-16T10:09:00Z,266.67,266.78,266.67,266.78,524.0
2026-04-16T10:10:00Z,266.78,266.78,266.74,266.74,634.0
2026-04-16T10:12:00Z,266.62,266.62,266.6,266.6,1529.0
2026-04-16T10:16:00Z,266.48,266.48,266.48,266.48,575.0
2026-04-16T10:17:00Z,266.36,266.36,266.36,266.36,631.0
2026-04-16T10:18:00Z,266.31,266.31,266.25,266.26,2037.0
2026-04-16T10:21:00Z,266.35,266.35,266.25,266.25,1656.0
2026-04-16T10:22:00Z,266.16,266.19,266.15,266.19,1758.0
2026-04-16T10:23:00Z,266.05,266.05,266.0,266.0,1537.0
2026-04-16T10:24:00Z,266.32,266.32,266.32,266.32,311.0
2026-04-16T10:30:00Z,266.34,266.34,266.34,266.34,726.0
2026-04-16T10:31:00Z,266.42,266.47,266.42,266.47,1916.0
2026-04-16T10:33:00Z,266.6,266.6,266.6,266.6,424.0
