timestamp,close,vol,trade_count
2026-05-20T12:45:00Z,415.7,100,2
2026-05-20T12:54:00Z,414.93,42,2
2026-05-20T13:30:00Z,415.17,11006,276
2026-05-20T13:31:00Z,414.88,6190,103
2026-05-20T13:32:00Z,415.94,2307,51
2026-05-20T13:33:00Z,414.62,3831,91
2026-05-20T13:34:00Z,413.555,4689,115
2026-05-20T13:35:00Z,412.495,3893,102
2026-05-20T13:36:00Z,413.76,2612,75
2026-05-20T13:37:00Z,414.75,5578,155
2026-05-20T13:38:00Z,413.91,1923,73
2026-05-20T13:39:00Z,412.7,3377,93
2026-05-20T13:40:00Z,412.45,3630,95
2026-05-20T13:41:00Z,413.185,5111,131
2026-05-20T13:42:00Z,412.57,2173,48
2026-05-20T13:43:00Z,412.12,1824,57
2026-05-20T13:44:00Z,412.26,3775,154
2026-05-20T13:45:00Z,413.025,5245,112
2026-05-20T13:46:00Z,413.82,3345,104
2026-05-20T13:47:00Z,413.43,2739,67
2026-05-20T13:48:00Z,414.46,3133,80
2026-05-20T13:49:00Z,413.67,1747,43
2026-05-20T13:50:00Z,413.485,1978,66
2026-05-20T13:51:00Z,413.02,1990,57
2026-05-20T13:52:00Z,413.1,5302,99
2026-05-20T13:53:00Z,412.66,2737,81
2026-05-20T13:54:00Z,413.045,2644,81
2026-05-20T13:55:00Z,412.7,2048,57
2026-05-20T13:56:00Z,412.805,2917,66
2026-05-20T13:57:00Z,412.78,3921,76
2026-05-20T13:58:00Z,412.56,3706,89
2026-05-20T13:59:00Z,413,3785,58
2026-05-20T14:00:00Z,412.89,4384,68
2026-05-20T14:01:00Z,412.975,2835,74
2026-05-20T14:02:00Z,412.865,2583,68
2026-05-20T14:03:00Z,412.93,2502,73
2026-05-20T14:04:00Z,413.4,2723,57
2026-05-20T14:05:00Z,412.84,1496,51
2026-05-20T14:06:00Z,413.3,2187,51
2026-05-20T14:07:00Z,412.935,1954,51
2026-05-20T14:08:00Z,412.43,1325,40
2026-05-20T14:09:00Z,411.75,2040,51
2026-05-20T14:10:00Z,411.91,1747,44
2026-05-20T14:11:00Z,411.85,1000,30
2026-05-20T14:12:00Z,412.53,2047,63
2026-05-20T14:13:00Z,412.94,857,33
2026-05-20T14:14:00Z,413.2,3607,91
2026-05-20T14:15:00Z,413.84,2816,78
2026-05-20T14:16:00Z,414.87,2548,74
2026-05-20T14:17:00Z,414.48,2236,46
2026-05-20T14:18:00Z,414.45,2594,60
2026-05-20T14:19:00Z,414.38,1553,38
2026-05-20T14:20:00Z,413.69,4383,90
2026-05-20T14:21:00Z,413.37,5292,84
2026-05-20T14:22:00Z,413.345,4931,93
2026-05-20T14:23:00Z,412.77,2159,55
2026-05-20T14:24:00Z,412.1,4250,83
2026-05-20T14:25:00Z,412.76,3810,60
2026-05-20T14:26:00Z,413.05,2321,56
2026-05-20T14:27:00Z,413.685,1811,59
2026-05-20T14:28:00Z,413.545,2028,63
2026-05-20T14:29:00Z,413.89,2207,70
2026-05-20T14:30:00Z,414.47,2642,76
2026-05-20T14:31:00Z,414.51,2148,63
2026-05-20T14:32:00Z,414.58,4408,76
