timestamp,close,vol,trade_count
2026-05-20T12:14:00Z,423.46,120,2
2026-05-20T13:30:00Z,429.33,8494,170
2026-05-20T13:31:00Z,428.22,3075,52
2026-05-20T13:32:00Z,430.29,4511,78
2026-05-20T13:33:00Z,431.5,3319,76
2026-05-20T13:34:00Z,431.41,1914,47
2026-05-20T13:35:00Z,430.1,2136,40
2026-05-20T13:36:00Z,428.935,2980,51
2026-05-20T13:37:00Z,430.73,3178,52
2026-05-20T13:38:00Z,430,6833,125
2026-05-20T13:39:00Z,428.81,1456,21
2026-05-20T13:40:00Z,431.1,1776,45
2026-05-20T13:41:00Z,430.23,1622,36
2026-05-20T13:42:00Z,431.97,2270,57
2026-05-20T13:43:00Z,431.735,2251,83
2026-05-20T13:44:00Z,434.46,2623,92
2026-05-20T13:45:00Z,430.56,2083,78
2026-05-20T13:46:00Z,433.19,1377,26
2026-05-20T13:47:00Z,433.08,1392,37
2026-05-20T13:48:00Z,434.83,3055,54
2026-05-20T13:49:00Z,435.02,8719,127
2026-05-20T13:50:00Z,435.55,4313,76
2026-05-20T13:51:00Z,433.49,3696,49
2026-05-20T13:52:00Z,433,924,29
2026-05-20T13:53:00Z,435.03,1188,32
2026-05-20T13:54:00Z,431.43,1809,46
2026-05-20T13:55:00Z,431.145,7039,78
2026-05-20T13:56:00Z,432.09,2204,46
2026-05-20T13:57:00Z,432.965,882,39
2026-05-20T13:58:00Z,431.64,2473,41
2026-05-20T13:59:00Z,434.33,2176,47
2026-05-20T14:00:00Z,435.14,8955,98
2026-05-20T14:01:00Z,435.98,2387,38
2026-05-20T14:02:00Z,435.06,1067,30
2026-05-20T14:03:00Z,435.78,3742,74
2026-05-20T14:04:00Z,436.37,3167,45
2026-05-20T14:05:00Z,437.87,1704,52
2026-05-20T14:06:00Z,437.42,1544,36
2026-05-20T14:07:00Z,438.47,4021,58
2026-05-20T14:08:00Z,440,3678,71
2026-05-20T14:09:00Z,439.83,3649,75
2026-05-20T14:10:00Z,440.02,5004,67
2026-05-20T14:11:00Z,439.17,6859,151
2026-05-20T14:12:00Z,437.34,3210,82
2026-05-20T14:13:00Z,436.53,1790,47
2026-05-20T14:14:00Z,439.09,5995,82
2026-05-20T14:15:00Z,441.17,2141,32
2026-05-20T14:16:00Z,443.9,4039,76
2026-05-20T14:17:00Z,443.14,2491,34
2026-05-20T14:18:00Z,442.67,10785,98
2026-05-20T14:19:00Z,441.94,2970,52
2026-05-20T14:20:00Z,444.35,1738,60
2026-05-20T14:21:00Z,445.1,3786,87
2026-05-20T14:22:00Z,444.42,4379,73
2026-05-20T14:23:00Z,444.5,2147,38
2026-05-20T14:24:00Z,442.76,2164,28
2026-05-20T14:25:00Z,441.86,1878,51
2026-05-20T14:26:00Z,443.42,1113,51
2026-05-20T14:27:00Z,444.01,2058,79
2026-05-20T14:28:00Z,443.38,1998,42
2026-05-20T14:29:00Z,444.32,1193,34
2026-05-20T14:30:00Z,445.6,2474,83
2026-05-20T14:31:00Z,445.63,2167,37
2026-05-20T14:32:00Z,443.93,2214,31
2026-05-20T14:33:00Z,443.65,3509,49
2026-05-20T14:34:00Z,444.53,2789,51
2026-05-20T14:35:00Z,443.29,2565,54
2026-05-20T14:36:00Z,443.93,2756,43
2026-05-20T14:37:00Z,443.26,2446,71
2026-05-20T14:38:00Z,443.65,778,44
2026-05-20T14:39:00Z,444.36,897,29
2026-05-20T14:40:00Z,444.365,1102,18
2026-05-20T14:41:00Z,444.665,2536,31
2026-05-20T14:42:00Z,443.84,2116,34
2026-05-20T14:43:00Z,443.71,2207,41
2026-05-20T14:44:00Z,443.66,2889,32
2026-05-20T14:45:00Z,444.56,1230,27
2026-05-20T14:46:00Z,444.6,544,19
2026-05-20T14:47:00Z,443,2167,44
2026-05-20T14:48:00Z,444.39,967,26
2026-05-20T14:49:00Z,443.705,1439,28
2026-05-20T14:50:00Z,442.55,2139,51
2026-05-20T14:51:00Z,443.36,770,14
2026-05-20T14:52:00Z,444.81,1353,39
2026-05-20T14:53:00Z,445.18,805,27
2026-05-20T14:54:00Z,445.27,400,20
2026-05-20T14:55:00Z,444.71,1628,42
2026-05-20T14:56:00Z,444.61,631,22
2026-05-20T14:57:00Z,444.89,1297,37
2026-05-20T14:58:00Z,445.12,1523,43
2026-05-20T14:59:00Z,444.87,1451,22
2026-05-20T15:00:00Z,444.5,2925,42
2026-05-20T15:01:00Z,444.94,1987,31
2026-05-20T15:03:00Z,443.79,1514,43
2026-05-20T15:04:00Z,443.73,3387,44
2026-05-20T15:05:00Z,443.69,844,21
2026-05-20T15:06:00Z,445.15,2889,53
2026-05-20T15:07:00Z,445.39,2183,35
2026-05-20T15:08:00Z,445.07,643,14
2026-05-20T15:09:00Z,444.76,673,12
2026-05-20T15:10:00Z,444.54,1742,33
2026-05-20T15:11:00Z,444.13,1592,41
2026-05-20T15:12:00Z,444.72,751,22
2026-05-20T15:13:00Z,444.36,1362,22
2026-05-20T15:14:00Z,444.23,768,21
2026-05-20T15:15:00Z,445.81,2580,49
2026-05-20T15:16:00Z,446.975,1309,33
2026-05-20T15:17:00Z,445.17,1141,21
2026-05-20T15:18:00Z,444.89,830,23
2026-05-20T15:19:00Z,445.78,3607,42
2026-05-20T15:20:00Z,446.09,726,19
2026-05-20T15:21:00Z,446.76,813,23
2026-05-20T15:22:00Z,446.57,1037,22
2026-05-20T15:23:00Z,446.11,686,18
2026-05-20T15:24:00Z,445.02,656,20
2026-05-20T15:25:00Z,445.76,1347,21
2026-05-20T15:26:00Z,445.735,691,17
2026-05-20T15:27:00Z,445.52,415,11
2026-05-20T15:28:00Z,446.44,1222,30
2026-05-20T15:29:00Z,446.09,3149,38
2026-05-20T15:30:00Z,446.41,675,19
2026-05-20T15:31:00Z,446.53,1444,30
2026-05-20T15:32:00Z,446.355,482,13
2026-05-20T15:33:00Z,446.41,720,18
2026-05-20T15:34:00Z,446.36,427,11
2026-05-20T15:35:00Z,447.095,360,13
2026-05-20T15:36:00Z,446.96,905,20
2026-05-20T15:37:00Z,447.36,2450,45
2026-05-20T15:38:00Z,447.485,1685,35
2026-05-20T15:39:00Z,446.97,3041,55
2026-05-20T15:40:00Z,446.78,1578,40
2026-05-20T15:41:00Z,446.725,718,15
2026-05-20T15:42:00Z,447.08,1326,36
2026-05-20T15:43:00Z,446.94,2466,47
2026-05-20T15:44:00Z,446.96,417,10
2026-05-20T15:45:00Z,446.99,848,27
2026-05-20T15:46:00Z,446.7,1251,28
2026-05-20T15:47:00Z,447.02,826,23
2026-05-20T15:48:00Z,446.53,1146,24
2026-05-20T15:49:00Z,446.91,1521,27
2026-05-20T15:50:00Z,447.18,2496,51
2026-05-20T15:51:00Z,447.54,3242,57
